rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name
1088,Kepler-254,c,Transit,3,12.41218300,0.00008200,-0.00008200,0,0.105000,,,0,,,,,,,,,,,,,0.192,0.092,-0.092,0,,,,,,,,,0,1,,,,,,,,,5957.00,200.00,-200.00,0,0,,,,,,0.91,0.43,-0.43,0,0,,
1089,Kepler-254,d,Transit,3,18.74647700,0.00012100,-0.00012100,0,0.139000,,,0,,,,,,,,,,,,,0.223,0.106,-0.106,0,,,,,,,,,0,1,,,,,,,,,5957.00,200.00,-200.00,0,0,,,,,,0.91,0.43,-0.43,0,0,,
1090,Kepler-255,b,Transit,2,5.71460600,0.00005200,-0.00005200,0,0.063000,,,0,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,,,,,0,1,,,,,,,,,5573.00,200.00,-200.00,0,0,0.9700,,,0,0,0.93,0.37,-0.37,0,0,,
1091,Kepler-255,c,Transit,2,9.94604700,0.00003500,-0.00003500,0,0.092000,,,0,,,,,,,,,,,,,0.267,0.105,-0.105,0,,,,,,,,,0,1,,,,,,,,,5573.00,200.00,-200.00,0,0,0.9700,,,0,0,0.93,0.37,-0.37,0,0,,
1092,Kepler-256,b,Transit,4,1.62049300,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,0.142,0.035,-0.035,0,,,,,,,,,0,1,,,,,,,,,5551.00,111.00,-111.00,0,0,1.0200,,,0,0,1.30,0.32,-0.32,0,0,,
1093,Kepler-256,c,Transit,4,3.38802000,0.00001600,-0.00001600,0,0.045000,,,0,,,,,,,,,,,,,0.192,0.047,-0.047,0,,,,,,,,,0,1,,,,,,,,,5551.00,111.00,-111.00,0,0,1.0200,,,0,0,1.30,0.32,-0.32,0,0,,
1094,Kepler-256,d,Transit,4,5.83917200,0.00003100,-0.00003100,0,0.064000,,,0,,,,,,,,,,,,,0.221,0.056,-0.056,0,,,,,,,,,0,1,,,,,,,,,5551.00,111.00,-111.00,0,0,1.0200,,,0,0,1.30,0.32,-0.32,0,0,,
1095,Kepler-256,e,Transit,4,10.68157200,0.00006600,-0.00006600,0,0.096000,,,0,,,,,,,,,,,,,0.210,0.052,-0.052,0,,,,,,,,,0,1,,,,,,,,,5551.00,111.00,-111.00,0,0,1.0200,,,0,0,1.30,0.32,-0.32,0,0,,
1096,Kepler-257,b,Transit,3,2.38266700,0.00000600,-0.00000600,0,0.034000,,,0,,,,,,,,,,,,,0.233,0.117,-0.117,0,,,,,,,,,0,1,,,,,,,,,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,,
1097,Kepler-257,c,Transit,3,6.58148400,0.00000800,-0.00000800,0,0.066000,,,0,,,,,,,,,,,,,0.483,0.243,-0.243,0,,,,,,,,,0,1,,,,,,,,,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,,
1098,Kepler-257,d,Transit,3,24.66455100,0.00005100,-0.00005100,0,0.160000,,,0,,,,,,,,,,,,,0.442,0.221,-0.221,0,,,,,,,,,0,1,,,,,,,,,5180.00,200.00,-200.00,0,0,,,,,,1.04,0.52,-0.52,0,0,,
1099,Kepler-258,b,Transit,2,13.19722000,0.00001900,-0.00001900,0,0.103000,,,0,,,,,,,,,,,,,0.362,0.242,-0.242,0,,,,,,,,,0,1,,,,,,,,,4942.00,200.00,-200.00,0,0,0.8000,,,0,0,0.92,0.61,-0.61,0,0,,
1100,Kepler-258,c,Transit,2,33.65307900,0.00018900,-0.00018900,0,0.193000,,,0,,,,,,,,,,,,,0.322,0.217,-0.217,0,,,,,,,,,0,1,,,,,,,,,4942.00,200.00,-200.00,0,0,0.8000,,,0,0,0.92,0.61,-0.61,0,0,,
1101,Kepler-259,b,Transit,2,8.11531700,0.00002200,-0.00002200,0,0.079000,,,0,,,,,,,,,,,,,0.250,0.122,-0.122,0,,,,,,,,,0,1,,,,,,,,,5938.00,200.00,-200.00,0,0,,,,,,0.90,0.43,-0.43,0,0,,
1102,Kepler-259,c,Transit,2,36.92493100,0.00018100,-0.00018100,0,0.217000,,,0,,,,,,,,,,,,,0.241,0.117,-0.117,0,,,,,,,,,0,1,,,,,,,,,5938.00,200.00,-200.00,0,0,,,,,,0.90,0.43,-0.43,0,0,,
1103,Kepler-26,b,Transit,4,12.28290000,,,0,0.085000,,,0,,,,,0.38000,,,1,,,,,0.321,,,0,,,,,,,,,1,1,,,,,,,,,4486.00,116.00,-116.00,0,0,0.6500,0.0300,-0.0300,0,0,0.57,0.03,-0.03,0,0,,
1104,Kepler-26,c,Transit,4,17.25130000,,,0,0.107000,,,0,,,,,0.37500,,,1,,,,,0.321,,,0,,,,,,,,,1,1,,,,,,,,,4486.00,116.00,-116.00,0,0,0.6500,0.0300,-0.0300,0,0,0.57,0.03,-0.03,0,0,,
1105,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,,,,,0,1,,,,,,,,,4486.00,116.00,-116.00,0,0,0.6500,0.0300,-0.0300,0,0,0.57,0.03,-0.03,0,0,,
1106,Kepler-26,e,Transit,4,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,,,,,,,,,,,,,0.215,0.013,-0.013,0,,,,,,,,,0,1,,,,,,,,,4486.00,116.00,-116.00,0,0,0.6500,0.0300,-0.0300,0,0,0.57,0.03,-0.03,0,0,,
1107,Kepler-260,b,Transit,2,8.18739900,0.00002200,-0.00002200,0,0.075000,,,0,,,,,,,,,,,,,0.179,0.049,-0.049,0,,,,,,,,,0,1,,,,,,,,,5250.00,257.00,-257.00,0,0,0.8800,,,0,0,0.86,0.23,-0.23,0,0,,
1108,Kepler-260,c,Transit,2,76.05017800,0.00102600,-0.00102600,0,0.332000,,,0,,,,,,,,,,,,,0.155,0.048,-0.048,0,,,,,,,,,0,1,,,,,,,,,5250.00,257.00,-257.00,0,0,0.8800,,,0,0,0.86,0.23,-0.23,0,0,,
1109,Kepler-261,b,Transit,2,10.38122700,0.00001600,-0.00001600,0,0.088000,,,0,,,,,,,,,,,,,0.194,0.012,-0.012,0,,,,,,,,,0,1,,,,,,,,,5098.00,100.00,-100.00,0,0,0.8700,,,0,0,0.79,0.05,-0.05,0,0,,
1110,Kepler-261,c,Transit,2,24.57085800,0.00006900,-0.00006900,0,0.156000,,,0,,,,,,,,,,,,,0.178,0.012,-0.012,0,,,,,,,,,0,1,,,,,,,,,5098.00,100.00,-100.00,0,0,0.8700,,,0,0,0.79,0.05,-0.05,0,0,,
1111,Kepler-262,b,Transit,2,13.06085500,0.00016400,-0.00016400,0,0.108000,,,0,,,,,,,,,,,,,0.121,0.053,-0.053,0,,,,,,,,,0,1,,,,,,,,,5841.00,200.00,-200.00,0,0,,,,,,0.88,0.36,-0.36,0,0,,
1112,Kepler-262,c,Transit,2,21.85372200,0.00018700,-0.00018700,0,0.152000,,,0,,,,,,,,,,,,,0.146,0.061,-0.061,0,,,,,,,,,0,1,,,,,,,,,5841.00,200.00,-200.00,0,0,,,,,,0.88,0.36,-0.36,0,0,,
1113,Kepler-263,b,Transit,2,16.56808700,0.00006500,-0.00006500,0,0.120000,,,0,,,,,,,,,,,,,0.238,0.129,-0.129,0,,,,,,,,,0,1,,,,,,,,,5265.00,200.00,-200.00,0,0,,,,,,0.79,0.43,-0.43,0,0,,
1114,Kepler-263,c,Transit,2,47.33277300,0.00045600,-0.00045600,0,0.242000,,,0,,,,,,,,,,,,,0.220,0.120,-0.120,0,,,,,,,,,0,1,,,,,,,,,5265.00,200.00,-200.00,0,0,,,,,,0.79,0.43,-0.43,0,0,,
1115,Kepler-264,b,Transit,2,40.80623100,0.00053800,-0.00053800,0,0.249000,,,0,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,,,,,0,1,,,,,,,,,6158.00,100.00,-100.00,0,0,1.3200,,,0,0,1.55,0.31,-0.31,0,0,,
1116,Kepler-264,c,Transit,2,140.10126100,0.00367800,-0.00367800,0,0.566000,,,0,,,,,,,,,,,,,0.252,0.052,-0.052,0,,,,,,,,,0,1,,,,,,,,,6158.00,100.00,-100.00,0,0,1.3200,,,0,0,1.55,0.31,-0.31,0,0,,
1117,Kepler-265,b,Transit,4,6.84626200,0.00006300,-0.00006300,0,0.069000,,,0,,,,,,,,,,,,,0.166,0.040,-0.040,0,,,,,,,,,0,1,,,,,,,,,5835.00,118.00,-118.00,0,0,1.0300,,,0,0,1.10,0.23,-0.23,0,0,,
1118,Kepler-265,c,Transit,4,17.02893700,0.00013600,-0.00013600,0,0.127000,,,0,,,,,,,,,,,,,0.235,0.049,-0.049,0,,,,,,,,,0,1,,,,,,,,,5835.00,118.00,-118.00,0,0,1.0300,,,0,0,1.10,0.23,-0.23,0,0,,
1119,Kepler-265,d,Transit,4,43.13061700,0.00065800,-0.00065800,0,0.236000,,,0,,,,,,,,,,,,,0.222,0.048,-0.048,0,,,,,,,,,0,1,,,,,,,,,5835.00,118.00,-118.00,0,0,1.0300,,,0,0,1.10,0.23,-0.23,0,0,,
1120,Kepler-265,e,Transit,4,67.83102400,0.00139600,-0.00139600,0,0.319000,,,0,,,,,,,,,,,,,0.231,0.049,-0.049,0,,,,,,,,,0,1,,,,,,,,,5835.00,118.00,-118.00,0,0,1.0300,,,0,0,1.10,0.23,-0.23,0,0,,
1121,Kepler-266,b,Transit,2,6.61833000,0.00004800,-0.00004800,0,0.071000,,,0,,,,,,,,,,,,,0.221,0.107,-0.107,0,,,,,,,,,0,1,,,,,,,,,5885.00,250.00,-250.00,0,0,0.9900,,,0,0,1.03,0.50,-0.50,0,0,,
1122,Kepler-266,c,Transit,2,107.72360100,0.00164300,-0.00164300,0,0.457000,,,0,,,,,,,,,,,,,0.347,0.169,-0.169,0,,,,,,,,,0,1,,,,,,,,,5885.00,250.00,-250.00,0,0,0.9900,,,0,0,1.03,0.50,-0.50,0,0,,
1123,Kepler-267,b,Transit,3,3.35372800,0.00000700,-0.00000700,0,0.037000,,,0,,,,,,,,,,,,,0.177,0.008,-0.008,0,,,,,,,,,0,1,,,,,,,,,4258.00,100.00,-100.00,0,0,0.5600,,,0,0,0.56,0.02,-0.02,0,0,,
1124,Kepler-267,c,Transit,3,6.87745000,0.00001600,-0.00001600,0,0.060000,,,0,,,,,,,,,,,,,0.190,0.010,-0.010,0,,,,,,,,,0,1,,,,,,,,,4258.00,100.00,-100.00,0,0,0.5600,,,0,0,0.56,0.02,-0.02,0,0,,
1125,Kepler-267,d,Transit,3,28.46451500,0.00018000,-0.00018000,0,0.154000,,,0,,,,,,,,,,,,,0.203,0.011,-0.011,0,,,,,,,,,0,1,,,,,,,,,4258.00,100.00,-100.00,0,0,0.5600,,,0,0,0.56,0.02,-0.02,0,0,,
1126,Kepler-268,b,Transit,2,25.93413800,0.00014200,-0.00014200,0,0.180000,,,0,,,,,,,,,,,,,0.227,0.042,-0.042,0,,,,,,,,,0,1,,,,,,,,,6081.00,100.00,-100.00,0,0,,,,,,1.27,0.23,-0.23,0,0,,
1127,Kepler-268,c,Transit,2,83.44639300,0.00076100,-0.00076100,0,0.391000,,,0,,,,,,,,,,,,,0.302,0.062,-0.062,0,,,,,,,,,0,1,,,,,,,,,6081.00,100.00,-100.00,0,0,,,,,,1.27,0.23,-0.23,0,0,,
1128,Kepler-269,b,Transit,2,5.32671800,0.00003500,-0.00003500,0,0.061000,,,0,,,,,,,,,,,,,0.220,0.103,-0.103,0,,,,,,,,,0,1,,,,,,,,,5847.00,250.00,-250.00,0,0,0.9800,,,0,0,0.96,0.43,-0.43,0,0,,
1129,Kepler-269,c,Transit,2,8.12789900,0.00014900,-0.00014900,0,0.081000,,,0,,,,,,,,,,,,,0.151,0.071,-0.071,0,,,,,,,,,0,1,,,,,,,,,5847.00,250.00,-250.00,0,0,0.9800,,,0,0,0.96,0.43,-0.43,0,0,,
1130,Kepler-27,b,Transit,2,15.33480000,,,0,0.118000,,,0,,,,,9.11000,,,1,,,,,0.357,,,0,,,,,,,,,1,1,,,,,,,,,5400.00,60.00,-60.00,0,0,0.6500,0.1600,-0.1600,0,0,0.59,0.15,-0.15,0,0,,
1131,Kepler-27,c,Transit,2,31.33090000,,,0,0.191000,,,0,,,,,13.80000,,,1,,,,,0.437,,,0,,,,,,,,,1,1,,,,,,,,,5400.00,60.00,-60.00,0,0,0.6500,0.1600,-0.1600,0,0,0.59,0.15,-0.15,0,0,,
1132,Kepler-270,b,Transit,2,11.47609400,0.00007100,-0.00007100,0,0.107000,,,0,,,,,,,,,,,,,0.179,0.036,-0.036,0,,,,,,,,,0,1,,,,,,,,,6067.00,100.00,-100.00,0,0,,,,,,1.46,0.28,-0.28,0,0,,
1133,Kepler-270,c,Transit,2,25.26288700,0.00059900,-0.00059900,0,0.180000,,,0,,,,,,,,,,,,,0.158,0.033,-0.033,0,,,,,,,,,0,1,,,,,,,,,6067.00,100.00,-100.00,0,0,,,,,,1.46,0.28,-0.28,0,0,,
1134,Kepler-271,b,Transit,2,5.21773800,0.00004300,-0.00004300,0,0.056000,,,0,,,,,,,,,,,,,0.079,0.014,-0.014,0,,,,,,,,,0,1,,,,,,,,,5524.00,100.00,-100.00,0,0,,,,,,0.88,0.16,-0.16,0,0,,
1135,Kepler-271,c,Transit,2,7.41093500,0.00004900,-0.00004900,0,0.071000,,,0,,,,,,,,,,,,,0.089,0.016,-0.016,0,,,,,,,,,0,1,,,,,,,,,5524.00,100.00,-100.00,0,0,,,,,,0.88,0.16,-0.16,0,0,,
1136,Kepler-272,b,Transit,3,2.97135300,0.00001700,-0.00001700,0,0.038000,,,0,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,,,,,0,1,,,,,,,,,5297.00,200.00,-200.00,0,0,0.7900,,,0,0,0.93,0.50,-0.50,0,0,,
1137,Kepler-272,c,Transit,3,6.05734200,0.00003700,-0.00003700,0,0.061000,,,0,,,,,,,,,,,,,0.160,0.086,-0.086,0,,,,,,,,,0,1,,,,,,,,,5297.00,200.00,-200.00,0,0,0.7900,,,0,0,0.93,0.50,-0.50,0,0,,
1138,Kepler-272,d,Transit,3,10.93730400,0.00007300,-0.00007300,0,0.091000,,,0,,,,,,,,,,,,,0.201,0.109,-0.109,0,,,,,,,,,0,1,,,,,,,,,5297.00,200.00,-200.00,0,0,0.7900,,,0,0,0.93,0.50,-0.50,0,0,,
1139,Kepler-273,b,Transit,2,2.93653200,0.00000900,-0.00000900,0,0.037000,,,0,,,,,,,,,,,,,0.134,0.077,-0.077,0,,,,,,,,,0,1,,,,,,,,,5626.00,200.00,-200.00,0,0,,,,,,0.81,0.46,-0.46,0,0,,
1140,Kepler-273,c,Transit,2,8.01492700,0.00005200,-0.00005200,0,0.073000,,,0,,,,,,,,,,,,,0.177,0.103,-0.103,0,,,,,,,,,0,1,,,,,,,,,5626.00,200.00,-200.00,0,0,,,,,,0.81,0.46,-0.46,0,0,,
1141,Kepler-274,b,Transit,2,11.63478800,0.00013400,-0.00013400,0,0.101000,,,0,,,,,,,,,,,,,0.137,0.075,-0.075,0,,,,,,,,,0,1,,,,,,,,,6023.00,200.00,-200.00,0,0,,,,,,1.01,0.54,-0.54,0,0,,
1142,Kepler-274,c,Transit,2,33.19786100,0.00089400,-0.00089400,0,0.204000,,,0,,,,,,,,,,,,,0.164,0.089,-0.089,0,,,,,,,,,0,1,,,,,,,,,6023.00,200.00,-200.00,0,0,,,,,,1.01,0.54,-0.54,0,0,,
1143,Kepler-275,b,Transit,3,10.30068200,0.00025400,-0.00025400,0,0.098000,,,0,,,,,,,,,,,,,0.209,0.040,-0.040,0,,,,,,,,,0,1,,,,,,,,,6165.00,100.00,-100.00,0,0,1.2400,,,0,0,1.38,0.26,-0.26,0,0,,
1144,Kepler-275,c,Transit,3,16.08813400,0.00016400,-0.00016400,0,0.132000,,,0,,,,,,,,,,,,,0.302,0.057,-0.057,0,,,,,,,,,0,1,,,,,,,,,6165.00,100.00,-100.00,0,0,1.2400,,,0,0,1.38,0.26,-0.26,0,0,,
1145,Kepler-275,d,Transit,3,35.67606200,0.00064100,-0.00064100,0,0.224000,,,0,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,,,,,0,1,,,,,,,,,6165.00,100.00,-100.00,0,0,1.2400,,,0,0,1.38,0.26,-0.26,0,0,,
1146,Kepler-276,b,Transit,3,14.12841000,0.00011100,-0.00011100,0,0.119000,,,0,,,,,,,,,,,,,0.256,0.120,-0.120,0,,,,,,,,,0,1,,,,,,,,,6105.00,200.00,-200.00,0,0,1.1000,0.2200,-0.1400,0,0,1.05,0.48,-0.48,0,0,,
1147,Kepler-276,c,Transit,3,31.88400000,,,0,,,,,,,,,0.05200,0.01400,-0.01100,0,,,,,0.259,0.113,-0.025,0,,,,,,,,,1,1,,,,,,,,,6105.00,200.00,-200.00,0,0,1.1000,0.2200,-0.1400,0,0,1.05,0.48,-0.48,0,0,,
1148,Kepler-276,d,Transit,3,48.64800000,,,0,,,,,,,,,0.05100,0.01600,-0.01400,0,,,,,0.250,0.110,-0.024,0,,,,,,,,,1,1,,,,,,,,,6105.00,200.00,-200.00,0,0,1.1000,0.2200,-0.1400,0,0,1.05,0.48,-0.48,0,0,,
1149,Kepler-277,b,Transit,2,17.32400000,,,0,,,,,,,,,0.27500,0.13100,-0.12600,0,,,,,0.261,0.065,-0.056,0,,,,,,,,,1,1,,,,,,,,,5946.00,,,0,0,1.1200,0.1900,-0.1100,0,0,1.69,0.42,-0.36,0,0,,
1150,Kepler-277,c,Transit,2,33.00600000,,,0,,,,,,,,,0.20200,0.05700,-0.04900,0,,,,,0.300,0.074,-0.064,0,,,,,,,,,1,1,,,,,,,,,5946.00,,,0,0,1.1200,0.1900,-0.1100,0,0,1.69,0.42,-0.36,0,0,,
1151,Kepler-278,b,Transit,2,30.16054600,0.00031100,-0.00031100,0,0.207000,,,0,,,,,,,,,,,,,0.363,0.014,-0.014,0,,,,,,,,,1,1,,,,,,,,,4991.00,75.00,-75.00,0,0,,,,,,2.94,0.07,-0.07,0,0,,
1152,Kepler-278,c,Transit,2,51.07877500,0.00089000,-0.00089000,0,0.294000,,,0,,,,,,,,,,,,,0.320,0.038,-0.038,0,,,,,,,,,1,1,,,,,,,,,4991.00,75.00,-75.00,0,0,,,,,,2.94,0.07,-0.07,0,0,,
1153,Kepler-279,b,Transit,3,12.30968100,0.00005100,-0.00005100,0,0.112000,,,0,,,,,,,,,,,,,0.323,0.063,-0.063,0,,,,,,,,,1,1,,,,,,,,,6363.00,259.00,-259.00,0,0,1.1000,0.1600,-0.1300,0,0,1.75,0.32,-0.32,0,0,,
1154,Kepler-279,c,Transit,3,35.73600000,,,0,,,,,,,,,0.15500,0.02300,-0.01900,0,,,,,0.384,0.153,-0.037,0,,,,,,,,,1,1,,,,,,,,,6363.00,259.00,-259.00,0,0,1.1000,0.1600,-0.1300,0,0,1.75,0.32,-0.32,0,0,,
1155,Kepler-279,d,Transit,3,54.41400000,,,0,,,,,,,,,0.11800,0.01700,-0.01400,0,,,,,0.277,0.111,-0.027,0,,,,,,,,,1,1,,,,,,,,,6363.00,259.00,-259.00,0,0,1.1000,0.1600,-0.1300,0,0,1.75,0.32,-0.32,0,0,,
1156,Kepler-28,b,Transit,2,5.91230000,,,0,0.062000,,,0,,,,,1.51000,,,1,,,,,0.321,,,0,,,,,,,,,1,1,,,,,,,,,4590.00,,,0,0,0.7500,,,0,0,0.70,,,0,0,,
1157,Kepler-28,c,Transit,2,8.98580000,,,0,0.081000,,,0,,,,,1.36000,,,1,,,,,0.303,,,0,,,,,,,,,1,1,,,,,,,,,4590.00,,,0,0,0.7500,,,0,0,0.70,,,0,0,,
1158,Kepler-280,b,Transit,2,2.13954200,0.00000600,-0.00000600,0,0.032000,,,0,,,,,,,,,,,,,0.129,0.062,-0.062,0,,,,,,,,,0,1,,,,,,,,,5744.00,200.00,-200.00,0,0,0.9100,,,0,0,0.89,0.43,-0.43,0,0,,
1159,Kepler-280,c,Transit,2,4.80709100,0.00000900,-0.00000900,0,0.056000,,,0,,,,,,,,,,,,,0.179,0.087,-0.087,0,,,,,,,,,0,1,,,,,,,,,5744.00,200.00,-200.00,0,0,0.9100,,,0,0,0.89,0.43,-0.43,0,0,,
1160,Kepler-281,b,Transit,2,14.64600800,0.00013900,-0.00013900,0,0.117000,,,0,,,,,,,,,,,,,0.252,0.100,-0.100,0,,,,,,,,,0,1,,,,,,,,,5723.00,200.00,-200.00,0,0,0.9800,,,0,0,0.90,0.35,-0.35,0,0,,
1161,Kepler-281,c,Transit,2,36.33737300,0.00011100,-0.00011100,0,0.215000,,,0,,,,,,,,,,,,,0.474,0.184,-0.184,0,,,,,,,,,0,1,,,,,,,,,5723.00,200.00,-200.00,0,0,0.9800,,,0,0,0.90,0.35,-0.35,0,0,,
1162,Kepler-282,b,Transit,4,9.22052400,0.00034100,-0.00034100,0,0.082000,,,0,,,,,,,,,,,,,0.090,0.022,-0.022,0,,,,,,,,,0,1,,,,,,,,,5602.00,155.00,-155.00,0,0,0.9700,0.1000,-0.1200,0,0,0.90,0.21,-0.21,0,0,,
1163,Kepler-282,c,Transit,4,13.63872300,0.00049100,-0.00049100,0,0.106000,,,0,,,,,,,,,,,,,0.107,0.026,-0.026,0,,,,,,,,,0,1,,,,,,,,,5602.00,155.00,-155.00,0,0,0.9700,0.1000,-0.1200,0,0,0.90,0.21,-0.21,0,0,,
1164,Kepler-282,d,Transit,4,24.80600000,,,0,,,,,,,,,0.19200,0.11300,-0.11400,0,,,,,0.219,0.089,-0.018,0,,,,,,,,,1,1,,,,,,,,,5602.00,155.00,-155.00,0,0,0.9700,0.1000,-0.1200,0,0,0.90,0.21,-0.21,0,0,,
1165,Kepler-282,e,Transit,4,44.34700000,,,0,,,,,,,,,0.17700,0.05100,-0.05300,0,,,,,0.277,0.112,-0.022,0,,,,,,,,,1,1,,,,,,,,,5602.00,155.00,-155.00,0,0,0.9700,0.1000,-0.1200,0,0,0.90,0.21,-0.21,0,0,,
1166,Kepler-283,b,Transit,2,11.00815100,0.00002900,-0.00002900,0,0.082000,,,0,,,,,,,,,,,,,0.190,0.023,-0.023,0,,,,,,,,,0,1,,,,,,,,,4351.00,100.00,-100.00,0,0,,,,,,0.57,0.02,-0.02,0,0,,
1167,Kepler-283,c,Transit,2,92.74371100,0.00141300,-0.00141300,0,0.341000,,,0,,,,,,,,,,,,,0.162,0.011,-0.011,0,,,,,,,,,0,1,,,,,,,,,4351.00,100.00,-100.00,0,0,,,,,,0.57,0.02,-0.02,0,0,,
1168,Kepler-284,b,Transit,2,12.69914900,0.00007100,-0.00007100,0,0.104000,,,0,,,,,,,,,,,,,0.200,0.087,-0.087,0,,,,,,,,,0,1,,,,,,,,,5615.00,200.00,-200.00,0,0,,,,,,0.81,0.36,-0.36,0,0,,
1169,Kepler-284,c,Transit,2,37.51445600,0.00035000,-0.00035000,0,0.213000,,,0,,,,,,,,,,,,,0.233,0.105,-0.105,0,,,,,,,,,0,1,,,,,,,,,5615.00,200.00,-200.00,0,0,,,,,,0.81,0.36,-0.36,0,0,,
1170,Kepler-285,b,Transit,2,2.63386700,0.00001200,-0.00001200,0,0.036000,,,0,,,,,,,,,,,,,0.120,0.052,-0.052,0,,,,,,,,,0,1,,,,,,,,,5411.00,200.00,-200.00,0,0,0.8500,,,0,0,0.81,0.35,-0.35,0,0,,
1171,Kepler-285,c,Transit,2,6.18667600,0.00005900,-0.00005900,0,0.064000,,,0,,,,,,,,,,,,,0.100,0.044,-0.044,0,,,,,,,,,0,1,,,,,,,,,5411.00,200.00,-200.00,0,0,0.8500,,,0,0,0.81,0.35,-0.35,0,0,,
1172,Kepler-286,b,Transit,4,1.79630200,0.00000900,-0.00000900,0,0.027000,,,0,,,,,,,,,,,,,0.111,0.022,-0.022,0,,,,,,,,,0,1,,,,,,,,,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,,
1173,Kepler-286,c,Transit,4,3.46809500,0.00002300,-0.00002300,0,0.042000,,,0,,,,,,,,,,,,,0.122,0.024,-0.024,0,,,,,,,,,0,1,,,,,,,,,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,,
1174,Kepler-286,d,Transit,4,5.91432300,0.00005400,-0.00005400,0,0.061000,,,0,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,,,,,0,1,,,,,,,,,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,,
1175,Kepler-286,e,Transit,4,29.22128900,0.00037000,-0.00037000,0,0.176000,,,0,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,,,,,0,1,,,,,,,,,5580.00,131.00,-131.00,0,0,,,,,,0.86,0.17,-0.17,0,0,,
1176,Kepler-287,b,Transit,2,20.34219900,0.00008400,-0.00008400,0,0.145000,,,0,,,,,,,,,,,,,0.208,0.095,-0.095,0,,,,,,,,,0,1,,,,,,,,,5806.00,200.00,-200.00,0,0,,,,,,1.03,0.47,-0.47,0,0,,
1177,Kepler-287,c,Transit,2,44.85189600,0.00024700,-0.00024700,0,0.246000,,,0,,,,,,,,,,,,,0.291,0.133,-0.133,0,,,,,,,,,0,1,,,,,,,,,5806.00,200.00,-200.00,0,0,,,,,,1.03,0.47,-0.47,0,0,,
1178,Kepler-288,b,Transit,3,6.09732600,0.00006400,-0.00006400,0,0.065000,,,0,,,,,,,,,,,,,0.149,0.071,-0.071,0,,,,,,,,,0,1,,,,,,,,,5918.00,250.00,-250.00,0,0,0.8900,,,0,0,1.09,0.52,-0.52,0,0,,
1179,Kepler-288,c,Transit,3,19.30577200,0.00013500,-0.00013500,0,0.140000,,,0,,,,,,,,,,,,,0.254,0.121,-0.121,0,,,,,,,,,0,1,,,,,,,,,5918.00,250.00,-250.00,0,0,0.8900,,,0,0,1.09,0.52,-0.52,0,0,,
1180,Kepler-288,d,Transit,3,56.63374200,0.00090800,-0.00090800,0,0.287000,,,0,,,,,,,,,,,,,0.238,0.113,-0.113,0,,,,,,,,,0,1,,,,,,,,,5918.00,250.00,-250.00,0,0,0.8900,,,0,0,1.09,0.52,-0.52,0,0,,
1181,Kepler-289,b,Transit,3,34.54500000,0.00050000,-0.00050000,0,0.210000,0.010000,-0.010000,0,,,,,0.02300,0.02100,-0.02100,0,,,,,0.192,0.009,-0.009,0,4.10000,3.90000,-3.90000,0,89.590,0.300,-0.480,0,1,1,700.00,14.00,-14.00,0,,,,,5990.00,38.00,-38.00,0,0,1.0800,0.0200,-0.0200,0,0,1.00,0.02,-0.02,0,0,,
